名称,摘要
割前摘脱方法及稻麦摘脱台,本发明涉及一种稻麦收获领域的割前摘脱收获方法及可直接挂结在联合收割机上的稻麦摘脱台。其原理是通过行星轮系回转箱来驱动镶有三角形板齿的摘穗板不等速运动，对作物进行人手式撸穗摘脱，然后将脱出物投掷式抛进螺旋推运器，再经中间输送机构送入脱粒装置。本发明的优点是摘脱稻麦干净、省力、落粒损失小、适应性强。
用于农作物收割台的刀杆支撑件,本发明涉及一种用于支撑农作物收割台（22）的刀杆（45）的系统，所述系统包括：第一臂（48），其可枢转地固定到收割台，并且所述第一臂包括第一部分（46）和第二部分（52），所述第一部分构造成支撑刀杆，所述第二部分包括连接到调节组件的扭转装置（90），所述第二部分构造成可通过调节组件可枢转地围绕轴线（56）转动以可选择地增大或者减小可施加到所述第一部分的力，以便相对于收割台升高或者降低第一部分。所述调节组件包括与扭转装置（90）相互连接的第二臂（102）和具有第一分段（116）的第一调节装置（112），所述第一调节装置构造成可运动地接收第二调节装置（120）。第一分段响应于第二调节装置相对于第一调节装置的运动而遵循相对于所述轴线沿着第一方向或者第二方向的预定路径。
一种甘蔗收割机,本发明公开了一种甘蔗收割机，包括机架总成、扶蔗装置、切割装置、压倒装置、剥叶输送装置、集蔗装置，机架总成包括驾驶室及由液压油箱组成的动力系统，扶蔗装置安装在机器的前方，剥叶输送装置通过液压油箱配合安装在机架的腹部，机架的后端设置有集蔗装置，压倒装置、切割装置及剥叶输送装置为一体设置，压倒装置固定设置在切割装置的上方，切割装置通过连接块固定设置在剥叶输送装置的前端，剥叶输送装置的中后部下方转接设置有一转轴，所述转轴通过转轴座、转轴座安装板及设置在转轴座下方的立柱配合设置在机架上。本发明可连续完成扶蔗、压倒、切割、喂入、输送、剥叶断尾、收集等作业，操作简单，效率高，应用性较强。
一种自动对行装置,一种自动对行装置，包括控制系统、液压装置和位移检测装置，所述控制系统和液压装置设于收获机械后端的固定机架上，所述控制系统通过液压缸与收获架相连，所述收获架的前端设有挖掘装置和扶禾器；所述位移检测装置设于扶禾器上，所述位移检测装置包括摆杆和角位移传感器，所述摆杆通过角位移传感器与作为控制系统的单片机相连。所述摆杆摆动的角度θ≤60°。本发明在扶禾器上加设了由摆杆和角位移传感器组成的位移检测装置，所述位移检测装置与控制系统配合控制收获架的左右移动，实现了挖掘装置的自动对行；与人工调整相比更加灵活机动，降低了对操作者的技术要求；减少了农作物的机械损伤率和丢果率。
具有主杆的作业机械,一种作业机械，包括：主杆，在其内部具有旋转轴；工具单元，其位于主杆的一端；动力单元，其位于主杆的另一端。主杆具有：第1杆部、第2杆部、及用于将第1杆部和第2杆部相互地连结的连结构件。在第1杆部设有定位构件，在连结构件设有供定位构件卡合的定位孔和自定位孔延伸的引导槽。引导槽用于将定位构件向定位孔引导，并且，在引导槽的至少一部分的区间中，允许定位构件脱离。
背负式花生捡拾摘果联合收获机,背负式花生捡拾摘果联合收获机，包括动力装置、捡拾输送装置、摘果清选装置和升运集果装置；所述捡拾输送装置包括捡拾装置、捡拾底板和输送链条I，所述捡拾装置为弹齿捡拾装置，包括托板和固定在托板上的弹性指杆。所述摘果清选装置从上到下依次包括摘果搅龙、凹板筛和振动筛；所述摘果搅龙包括搅龙轴、螺旋搅杆和搅龙联轴杆，所述螺旋搅杆通过搅龙联轴杆与搅龙轴固定连接；所述搅龙联轴杆的数量为偶数，并沿搅龙轴中点以中心对称的方式均匀排布；所述螺旋搅杆的数量为偶数，每组螺旋搅杆两端的搅龙联轴杆沿搅龙轴中点以中心对称的方式均匀排布。本发明最大程度上实现了花生果的完整性，有效解决了果秧分离不彻底、清选不净的难题。
行星齿轮式采棉机头,本发明公开了一种行星齿轮式采棉机头。包括两个支承座、滚筒机构、两组行星齿轮机构和分别由六根采棉针叠加而成的四个采棉针阵列；滚筒机构两侧通过轴承安装于支承座上，行星齿轮机构沿滚筒机构与两侧支承座同轴安装，四个采棉针阵列分别装在对应连接两组行星齿轮机构的行星齿轮各自采棉针驱动轴上。本发明结构合理，采棉过程稳定可靠，在采棉的过程中除了实现伸缩，还可使采棉针在采棉时与滚筒外表面成锐角，增强了采棉效果，脱棉时与滚筒外表面成钝角，避免了脱棉时卡棉的问题，整体上提高了采棉生产率。
一种灭茬除草秸秆还田机,一种灭茬除草秸秆还田机，主要由灭茬除草和秸秆还田两部分构成，灭茬除草部分主要由灭茬铲2、铲柱3以及螺栓4等组成，秸秆还田部分和目前市场上秸秆还田机的结构基本相同，主要区别在于在秸秆还田机1的壳体后部(或前部)增加一横梁5，铲柱3通过螺栓4固定在秸秆还田机1壳体后部(或前部)增加的横梁5上，其上下左右位置可调，数量可以根据需要增减，灭茬铲2安装在铲柱3下部的最前端。
一种采棉机,本发明公开了一种采棉机，包括外壳和驱动组件，外壳上固定有采棉机机头，采棉机机头内设置有运转过程中通过曲轴偏心转动自动变换角度的采针。采棉机结构简单，使用方便;通过旋转采针的方式进行棉花采摘，采摘效率高;运转过程中通过曲轴偏心转动自动变换角度的采针，在旋转到采摘部位采针向前伸出进行棉花采摘，旋转到非采摘部位，采针反转角度脱下棉花/棉绒，以免除原有采棉机采针固定旋转棉花/棉绒被反复带进带出增加棉绒堆积缠绕的几率的问题，并且将刮下的棉花/棉绒通过出棉口收集起来，以完成整个棉花/棉绒的采摘过程。
花生收获机复收装置,本发明涉及一种花生收获机复收装置，包括固定机架，还包括分离装置，清选装置，振动装置，二次分离输送装置，提升装置和传动装置。工作时将该花生收获机复收装置设置于花生收获机的出果端，可以解决现有花生收获机械分离效果差，清洁度低，复收效果差等缺点，降低了漏过率，提高了生产效率。
用于收割机的收割附件,本发明涉及一种具有框架(1)的用于收割机的收割附件，其中，框架(1)包括限定腔的外壁，并且在腔中设置至少一个支杆。
一种铁皮石斛优质高效的精准采收方法,一种铁皮石斛优质高效的精准采收方法，属于生物工程技术领域。其特征在于：在铁皮石斛自然生长状态下，对不同月份刚萌发的枝条做上不同的标记，待其萌条生长至生理年龄2-3年之间时，用花剪精准剪下2龄生的至3龄生开花前且叶片已全部脱落的萌条，分批采收2-3龄生萌条直至铁皮石斛生理年龄到第7-8年时再进行一次性全草采收，然后再重复种植、采收。该精准采收方法，利用延长铁皮石斛的栽培年限至7-8年，分期精准采收提高铁皮石斛多糖含量，实现一次种植多次采收，与传统采收方法比铁皮石斛药材多糖含量提高近10个百分点，延长植株生长年限至7-8年，铁皮石斛药材总产量增加100%以上，单位产品成本降至5%-50%。
链条拨杆式分厢器,本发明公开了一种链条拨杆式分厢器，用于长茎秆作物生长各个阶段的分厢作业，包括底盘和链条拨杆装置，所述链条拨杆装置倾斜设置在所述底盘上，在所述链条拨杆装置的后方两侧各设有茎秆侧向扩张滑滚对称设置；在所述底盘上设有机架，所述机架上设有调速电机驱动所述链条拨杆装置动作；在所述底盘底部设有地轮。本发明可实现长茎秆作物分厢的机械化作业，拨杆传动链条通过调速电机实现无极调速驱动拨杆做往复直线运动，配合地轮的匀速进给，厢间纠缠生长的茎秆在拨杆的作用下分离后，在茎秆侧向扩张滑滚的作用下，实现了对茎秆的向两侧分禾和挤压，实现完全分厢定型。
一种采摘梯,本发明公开了一种梯子，具体为一种采摘梯。包括支柱、底座和踏板；其中支柱只有一根，支柱的下端接底座，底座下端有2个或2个以上的支脚，所述踏板有若干块，踏板的中间穿过支柱并与支柱相固定，踏板的两端置于支柱外。为进一步提高该梯子的灵活性，所述支柱为可伸缩套管，踏板与可伸缩套管的连接为可拆装连接，其中可伸缩套管由两根或两根以上的套管彼此套接而成，套管的上端与下端各开有一通孔，所述可伸缩套管伸长时能使相邻套管的上下通孔重合，所述踏板的中间穿过所述重合的通孔起到固定可伸缩套管伸长状态与梯子踏板的作用。本发明的采摘梯结构简单，体积小，可伸缩，更方便携带、能在多种地面良好使用，适宜于果树采摘。
