名称,摘要
一种山楂海棠嫩茎段试管内一步快速成苗方法,本发明涉及一种植物繁殖，即一种山楂海棠嫩茎段试管内一步快速成苗方法。其步骤如下：（1）10月下旬，采集山楂海棠枝条，低温休眠，水培促其休眠芽萌发；处理后切割成1叶1段作为外植体备用；（2）山楂海棠生根同时茎段腋芽萌发生长的培养基为：培养基＋6-BA(0.07～0.09mg·L-1)＋IBA(0.02～0.04mg·L-1)＋GA3(0.09～0.13mg·L-1)；本发明有利于山楂海棠嫩茎段试管内生根同时腋芽萌发生长，生根率高，腋芽萌发生长速度快，可操作性强，从茎段接种到出苗仅用1种低成本培养基，属一步成苗方法，可以满足工厂化育苗的需要。
一种高效玉米去雄机,本发明公开了一种高效玉米去雄机，包括：主体机架、导向板、支承臂、第一去雄端及第二去雄端。所述第一去雄端及第二去雄端通过支承臂与所述主体机架连接。所述第一去雄端沿去雄行进方向设置于所述第二去雄端前方，所述第一去雄端水平位置高于所述第二去雄端水平位置。所述导向板固定于所述第一去雄端后侧，下沿位于所述第二去雄端的作业面上部，沿去雄行进方向形成向外侧方导向。本发明的一种高效玉米去雄机，主要用于玉米去雄领域中，具有的导向板能对已被第一去雄端去雄的植株向行进方向的一侧导向，使得低苗弱苗等三类苗重新被第二去雄端检测到并去雄，提高去雄有效率，进一步提高玉米产量质量。
一种长白山杜鹃花属植物菌根化苗的工厂化方法,本发明涉及一种植物繁殖领域，即一种长白山杜鹃花属植物菌根化苗的工厂化方法。其步骤如下：（1）取长白山杜鹃花属植物枝条处理后作为外植体备用。（2）茎段生根同时腋芽萌发生长的培养基：基本培养基中附加激动素KT(0.03～0.010mg·L-1)、吲哚丁酸IBA(0.10～0.45mg·L-1)、萘乙酸NAA(0.06～0.13mg·L-1)、赤霉素GA3(1.40～2.60mg·L-1)、琼脂粉7.8g·L-1、添加蔗糖10.0g·L-1，调节pH值至5.6；光照周期9h·d-1、光照强度1000lx和温度(23±2)℃条件下培养。（3）组培苗的菌根化。（4）组培苗的栽培，扩繁，实现杜鹃花菌根化苗的工厂化生产。对杜鹃花属植物进行菌根化处理，成活率高，实现快速繁殖，最终实现长白山9种杜鹃花菌根化苗的工厂化生产。
以花椰菜小孢子胚为外植体建立再生体系的方法,本发明公开了以花椰菜小孢子胚为外植体建立高效再生体系的方法，属于植物组织培养技术领域。包括培养基的配制和花椰菜小孢子胚再生植株培养等两大步骤。本发明以小孢子胚为外植体，其芽诱导率高达100%，每外植体芽数达30-50个；培养基添加玉米素0.5-1.0mg/L后，芽诱导率和诱导数比对照分别提高1.1倍和3.2倍；添加4.0-5.0mg/LAgNO3后褐化率比对照降低10%左右。该方法既大幅度提高了花椰菜组培的效率，并为提高其遗传转化率提供了新的技术途径。本发明可在花椰菜组培及基因工程遗传改良中推广应用。
小桐子快速繁殖方法,本发明涉及一种小桐子快速繁殖方法，包括如下步骤：准备再生芽步骤，以小桐子成熟种子为材料，经培育获得无菌再生芽；增殖诱导步骤，将再生芽切下，接入增殖培养基进行增殖培养，从而获得增殖的丛芽；伸长培养步骤，将增殖后的丛芽切下，接入伸长培养基进而获得茎叶伸长的均匀的芽；壮苗培养步骤，将伸长后的芽接入壮苗培养基进行壮苗培养；生根移栽步骤，选取壮苗培养后茎叶生长均匀的芽切下接入生根培养基进行生根培养，生出符合移栽要求的根后进行炼苗移栽。本发明采用再生芽来诱导增殖，增殖倍数高，可用于小桐子遗传转化后优良品系增殖，为小桐子的人工繁殖、脱毒苗生产、大批量繁殖优良品种开辟高效途径。
玉蝉花的纳米组织培养方法,本发明公开了一种玉蝉花的纳米组织培养方法，主要通过组织培养过程中初代培养、继代培养、增殖培养、生根培养添加了纳米助剂，达到了增殖速度快、遗传性状稳定、繁殖系数高、试管苗生长旺盛的优良效果，玉蝉花的愈伤组织的萌动率达到了98%，增殖倍数达到了4.55倍，生根率达到了100%，而移栽成活率达到了98%。
一种灌木柳组织培养方法,本发明公开了一种灌木柳组织培养方法，包括以下步骤：(1)选材及消毒处理；(2)试管苗培养；(3)增殖、生根培养；(4)炼苗和移栽。本发明所述的一种灌木柳组织培养方法具有繁殖效率高，占用空间小，不受季节及外界环境的限制，需要母体材料少，能够在短期内提供大量优质苗木。此外，灌木柳高效组培再生体系的成功建立，对其生物学研究、遗传改良和多目标分子育种等工作的开展均具有重要意义。
灯笼形甜椒胞质型雄性不育系09-313A及其三系配套品系在育种中的应用,本发明公开了一种灯笼形甜椒胞质型雄性不育系09-313A及其三系配套品系在育种中的应用。将所述灯笼形甜椒09-313A和灯笼形甜椒10-273进行杂交，获得F1代种子(Sy10-155)。Sy10-155表型如下：中早熟，生长势较强；果实灯笼型，果实纵径12厘米左右，横径7.5厘米左右，肉厚0.6厘左右，鲜果重210-240克，嫩果色绿色，成熟果红色，品质佳，耐贮运；植株持续座果能力强，整个生长季果形保持良好，低温耐受性强；亩产可达4000公斤以上；抗TMV、耐CMV，对疫病有一定耐受力。Sy10-155适于全国各地保护地种植。
蜡梅组培快繁方法,本发明涉及一种蜡梅的组培快繁方法，通过外植体选取、继代培养、生根培养步骤、大田炼苗等步骤实现，并针对继代和生根培养选择了专用的培养基组成，合理的炼苗措施使蜡梅移栽后生长快，成活率高，达到了繁殖系数高，繁殖效果好的目的。
极端耐旱齿肋赤藓单株克隆系的保存、活化及快速扩繁方法,本发明涉及一种极端耐旱齿肋赤藓单株克隆系的保存、活化及扩繁方法，该方法是将剥离出复水后的野生齿肋赤藓鲜绿的叶片，接种至改良的Knop固体培养基上，再转接至新鲜改良的Knop固体培养基中生成大量单株克隆再生苗；将再生苗缓慢干燥后，置于超低温冰箱长期保存；保存的材料经缓慢复水后，再进行扩大培养获得大批量的纯系材料。本发明所述方法可从一个叶片或外植体在1-2个月内快速克隆出大批量的单克隆系，为齿肋赤藓作为抗旱研究的模式植物提供持续的纯系材料，同时为“沙漠地毯工程”提供方法依据。实现齿肋赤藓单克隆纯系材料的永续获得以及扩大。本发明所述方法简便、成本低、周期短、获得的单株克隆系发育程度一致。
一种菊芋脱毒快繁的方法,一种菊芋脱毒快繁方法，主要步骤包括以幼嫩的腋芽或茎尖为外植体，经消毒处理后，转入芽诱导培养基，再将芽转入生根培养基，最后将完整植株进行炼苗和移栽。其中的芽诱导培养基，是在MS培养基的基础上加以改良并添加0.1mg·L-1NAA和0.5mg·L-16-BA，诱导出不定芽数量多，愈伤组织小，且无玻璃化和水渍化问题，获得的苗健壮、长势旺盛，可直接转入生根培养基，生根率达100%，试管苗成活率在90%以上，本发明不仅能达到菊芋苗脱毒的效果，而且提高了增值效率，缩短了生产周期，为菊芋的大规模化育苗提供了一条有效途径。
一种加代选育中早熟杂交青花菜的育种方法,本发明涉及一种植物的育种方法，尤其是青花菜的育种方法，属于植物栽培技术领域。本发明通过已收集的青花菜材料，经过连续自交、定向选择至少五代，获得的青花菜自交亲和系作为转育父本与细胞质雄性不育材料杂交，再经过5代回交转育选育成综合性状优良、遗传性状稳定的细胞质雄性不育系，再将遗传性状稳定的细胞质雄性不育系与青花菜优良自交亲和系杂交，经过田间多次重复、鉴定、筛选得到优良的杂交组合品种。该方法通过种子低温处理，结合相关设施、设备，创造青花菜最佳生长发育环境，实现一年两次开花结籽，可以加速育种进程，提高种子质量。
牛大力种苗组织培养快速繁殖及育苗的方法,本发明公开了一种牛大力种苗组织培养快速繁殖及育苗的方法，其特征是通过采外殖体、无菌分化、快速增殖、壮苗培养，再装袋育壮苗，采用牛大力茎段、芽苞和叶片作为外植体，消毒，配制分化培养基，壮苗培养基，用定向聚丙烯薄膜袋作为培养皿器，接种，培养。当小苗形成的植株长至3～8厘米时，将培养袋苗转移到自然光下炼苗7～14天，然后将其从袋中取出，洗净根部的培养基，移至装有营养土的营养杯栽培，经2～5个月生长得到中苗，成为生产栽培的种苗。中苗最好为苗高15cm以上，每株苗有分叉2～8条，有3～10条根以上，须根多，叶片厚浓绿，无病虫，无变异苗白化苗。
一种铁皮石斛的组织培养方法,本发明公开了一种铁皮石斛的组织培养方法，包括以下步骤：首先在播种培养基中黑暗培养一周后转入光下培养，无菌萌发25～35天后，转接入原球茎增殖培养基中增殖培养25～35天，然后依次经过原球茎分化培养基中分化培养40～50天，继代培养基中继代培养55～65天，壮苗培养基中壮苗培养55～65天和生根培养基中生根培养40～50天，本发明铁皮石斛组织培养快繁方法，可不受季节约束，全年可进行工厂化生产，且环境容易控制，铁皮石斛种子无菌萌发率高达96.8%以上；本发明提高继代增殖倍数，快速繁育大量优质种苗，并附加前体物质，有效积累铁皮石斛试管苗的石斛多糖含量。
一种湖州百合组培快繁方法,本发明公开了一种湖州百合组培快繁方法，包括：将洗净的湖州百合的鳞片置于200~300mg/L甲基托布津中震荡0.3~1h后，于70~75%酒精中浸泡20~30s，再浸入质量体积浓度为0.1%~0.2%升汞中15~25min，冲洗干净；将冲洗干净的鳞片接至诱导培养基进行诱导培养；诱导出芽后，转移到增殖培养基进行增殖培养，获得丛生芽；将丛生芽接至壮球生根培养基，获得无菌苗。本发明的方法有效解决了湖州百合外植体在初代培养过程中易出现真菌、细菌污染的情况，将污染率控制在25%以下，此外死亡率也较低，且建立了一整套完整的初代、继代、壮球、生根培养过程，具有高诱导率及增殖倍数。
