名称,摘要
一种改良烟草根际环境的方法,本发明涉及一种改良烟草根际环境的方法，属于改良土壤技术领域。其特征在于：包括火土灰制作和配料施用两个步骤；本发明推广使用烟田火土灰改良烟草根际环境技术，可以提高土壤养分含量；促进土壤中微生物的生长发育；改善土壤的物理性状，疏松土壤，促进土壤微团聚体形成，从而改善土壤结构、提高土壤的通透性和蓄水保墒能力。有效地改善了因长期施用化肥而板结的土地，大大改良了土壤土质。
一种植物-污泥制生物碳土联合生态修复沙化土壤的方法,本发明公开了属于土壤沙化防治技术领域的一种植物-污泥制生物碳土联合生态修复沙化土壤的方法，此方法以污泥制生物碳土作为改良剂，每年两次施加到土壤中，在沙化土壤上种植果树，利用其联合作用修复沙化土壤；改良剂施入7-10天后，对土地进行灌溉，然后与正常土地一样进行生产和田间管理。使用本发明的方法不仅可以改善土壤结构和理化性质，提高土壤肥力和蓄水能力；还能够为大量的城市污泥提供出路，变废为宝，实现资源的合理利用和可持续发展。且本发明具有环境风险低，操作简单易行，成本低、见效快、收益大，便于大规模推广等优点，具有良好的经济和环境效益。<!--1-->
用于盐碱地治理的柔性渗水排盐带及其应用,本发明提供一种用于盐碱地治理的柔性渗水排盐带，其是由1个以上的格室连接而成的“竹排”型袋体，所述格室是由不可降解织物成的网状袋体。本发明的柔性渗水排盐带具有通体渗透排水的优势和良好的柔韧性能，极大的提高了渗水排盐能效，同时从根本上解决了暗管排水因不均匀变型而断裂、堵塞等常见问题，能够有效保障盐碱地治理的长期效益和持久的渗水排盐功能，为综合治理盐碱地提供了可靠的技术依据和使用的方法。
新型秸秆粉碎与残膜回收机,本发明涉及一种新型秸秆粉碎与残膜回收机，包括牵引装置(1)、传动系统(2)、机架(20)、残膜箱(10)、地轮(19)、秸秆粉碎装置、秸秆输送装置和残膜回收装置，秸秆粉碎装置由刀轴(5)、刀片(4)和护罩(3)组成，秸秆输送装置由秸秆输送链(6)、刮板(7)、底板(8)和尾板(9)组成，残膜回收装置由残膜输送链(15)、刮膜板(16)、起膜架和吊杆(17)组成，起膜架由起膜齿(18)、栅条(14)、框架(13)和滑道(12)组成。本发明具有结构简单、作业速度高、地面仿形性好、残膜回收干净、回收残膜中还杂量小和残膜不易缠绕工作部件的优点，能满足粉碎秸秆和残膜回收的要求。
一种碎秸施肥播种覆秸机的吐秸口改良装置,"本发明涉及农业机械中的一种施肥、播种机的部件改良装置,一种碎秸施肥播种覆秸机的吐秸口改良装置，包括向后横跨施肥播种一体机上方的管路(7)，在所述管路(7)的出口偏向左或右一侧，向后伸出一悬臂(8)，在悬臂(8)端部垂直设置转轴(9)，在转轴(9)上配置可绕转轴(9)旋转的多枚叶片(10)；所述叶片(10)的垂直高度为管路(7)出口开口高度的1—1.8倍；所述叶片(10)的水平宽度为管路(7)出口开口宽度的1—1.5倍；所述转轴(9)位于管路(7)出口外的距离为所述叶片(10)宽度的1—1.5倍。本发明不需要另外增加额外动力，叶片在管路送出秸秆的风力作用下高速旋转，将粉碎后的秸秆打散后抛洒，非常均匀地覆盖在播种后的田垅上，为花生、大豆等作物的优质高产提供了基础和条件。"
一种沙漠造田机及应用其造田的方法,一种沙漠造田机及应用其造田的方法，沙漠造田机包括推土机，推土机的力臂与搅拌仓两侧的挡板连接，注浆管穿过挡板通入搅拌仓内部，推土机上安装有碾压滚筒，搅拌仓前方设有开口，搅拌仓的开口处设有铲刀，搅拌仓上设有搅拌装置。首先本发明采用了在推土机的前盖下端设有开口，开口下方设有铲刀的结构，能便捷地将沙漠表层的流沙或流沙与土壤铲入搅拌仓内；其次其搅拌仓上设有能喷洒出泥浆的注浆管和搅拌装置，能充分对搅拌仓内的流沙与泥浆、流沙与土壤的混合物进行搅拌；再次该装置上设有的碾压滚筒能对重新铺设的地面进行碾压平整。本装置能很好的完成沙漠耕作层的建立和改造从而达到造出适合农作物生长的良田的目的。
一种砍土板的加工方法,本发明公开了一种砍土板的加工方法，属于小型农具领域，其采用以下步骤进行加工：准备原材料；利用模具分别将包边、支撑板冲压成型，分别切割出板体甲和板体乙的形状并冲压成型，将支撑板焊接在板体甲上，将包边通过锻压设备与板体甲紧密结合，焊接板体甲和板体乙，并将焊接部位打磨平整，在板体乙的两侧及底部打磨出刃口，调整及检验；本发明采用上述砍土板及其加工方法解决了砍土板在加工时费时费力无法提高生产效率的问题，提高了产品的耐用性。
一种公路建设过程中的取土方法,一种公路建设过程中的取土方法，本发明涉及一种公路建设过程中的取土方法。本发明是要解决解决施工用土量大会造成征地用土过程中的用土难，土地浪费破坏环境及高岗、荒坡、砂包为低产田的问题，而提出的一种公路建设过程中的取土方法。该方法是通过步骤一、取土场的选址；步骤二、将取土场和设计公路进行表土剥离；步骤三、回填表土剥离后的取土场和表土剥离后的设计公路；步骤四、对回填后的取土场进行直播种植等步骤实现的。本发明应用于公路建设过程中的取土方法领域。
免耕播种机双圆盘动力切茬破茬防堵装置,本发明主要涉及免耕播种机的防堵装置，提供一种将主动切茬破茬和被动切茬破茬方法有机结合应用新的切茬破茬方法。其结构主要由装在同一刀轴上的主动圆盘刀和被动圆盘刀组成双圆盘反向旋转动力切茬破茬装置。被动圆盘刀通过轴承安装在刀轴上，工作时在机器重力作用下有一定深度的入土，随着机器前进顺向旋转，实现破土、破茬功能。主动圆盘刀在刀轴动力驱动下逆向旋转，主动圆盘刀刀面与被动圆盘刀刀面紧贴在一起，主动圆盘刀回转半径小于被动圆盘刀的回转半径，工作时主动圆盘刀不入土，最大回转半径处于地表，与被动圆盘刀形成有支撑剪切秸秆，容易将地表上播种带的秸秆剪断，有效防止开沟器等土壤工作部件缠草堵塞。另外双圆盘反向旋转，因而主动圆盘刀可在较低转速下作业，有效提高免耕播种机作业时的安全性。被动圆盘刀的破茬、破土作用有利于开沟器开沟入土，并且减少对土壤扰动量，有利于发挥保护性耕作的优势。
一种山地采煤沉陷水田复垦方法,本发明涉及一种山地采煤沉陷水田复垦方法，属于环境、生态和损毁地治理和利用技术领域。该方法包括：对采煤沉陷导致裂缝并引起水田漏水的裂缝处进行表土剥离；对表土剥离后的裂缝区域进行保水材料覆盖；对覆盖的保水材料压实并注泥浆静置；对注泥浆静置后的裂缝区进行表土回填和碾压，并平整与裂缝区周围的田块形成一体；对回填碾压后的水田进行灌水养地改良。本发明可以使采煤沉陷导致裂缝并引起水田漏水的耕地回复水田利用方式，并尽快达到正常水田生产水平，形成稳定的自维持的农田生态系统，形成水田保水系统，提高土壤微生物含量，改良土壤的理化性质，形成良性农田生态系统循环。
具有控制系统的拖拉机,一种拖拉机，其具有控制系统(30)，执行下述步骤：首次松开离合器(12)；选择变速齿轮箱(14)的第一变速比；首次连接离合器(12)驱动PTO轴(16)；确定PTO轴(16)的速度；当PTO轴(16)达到预定的第一速度时，再次松开离合器(12)；选择变速齿轮箱(14)的第二变速比；以及第二次连接离合器(12)，驱动PTO轴(16)获得所需的第二速度。
一种种植大枣的土壤的改良方法,本发明请求保护一种种植大枣的土壤改良方法，属于土壤改良领域。为了促进枣树的生长发育并提高大枣的座果率和口感品质，本发明提供一种种植大枣的土壤改良方法。该土壤改良方法包括深翻土壤、土壤曝晒、土壤改良和灌溉覆盖四个步骤，该土壤改良方法利用了土壤微生物对土壤的改造作用并综合考虑了枣树生长发育各因素，其可以显著改善种植大枣的土壤的结构组成，并且能够提高大枣的座果率和口感品质，十分值得果树种植产业的推广。
全自动揭膜机,本发明公开了一种全自动揭膜机，包括悬挂架，所述悬挂架上安装有横梁，所述横梁上安装有揭膜收膜装置，所述揭膜收膜装置包括机架，所述机架上依次安装有分土装置、碎土装置、拢膜装置和收膜装置，所述机架的后端安装有收膜驱动装置，所述收膜装置和所述收膜驱动装置之间安装有收膜传动装置；工作时，分土装置将薄膜从土中分离，碎土装置将薄膜上的土块压碎，收膜驱动装置通过收膜传动装置驱动收膜装置工作，在拢膜装置的帮助下将废旧地膜收拢到收膜装置上；整个过程依靠机械自动完成，节省劳动力，而且工作效率高。
黄土丘陵沟壑区采煤塌陷裂缝治理方法,本发明公开了一种黄土丘陵沟壑区采煤塌陷裂缝治理方法，采用分段剥离与交错回填的充填方法对所治理黄土丘陵沟壑区存在的塌陷裂缝进行治理，且塌陷裂缝内的充填结构由下至上分别为垫层、生土层和表土层；塌陷裂缝的治理过程如下：一、治理区段划分：沿纵向延伸方向将需治理裂缝由前至后将划分为多个治理区段；二、分段剥离与交错回填：由前至后对多个所述治理区段分别进行治理，直至完成所有治理区段的治理过程。本发明方法步骤简单、设计合理且实现方便、治理效果好，能有效解决现有塌陷裂缝充填方法存在的充填后裂缝重新会出现、裂缝治理效果较差等问题。
